point_id,x_mm,y_mm
960,39.0561931,67.4454765
961,39.201477,67.3608392
962,39.346564,67.2752129
963,39.4916319,67.1895619
964,39.6364621,67.1031926
965,39.7817127,67.0177092
966,39.9257526,66.9309101
967,40.0695968,66.8427284
968,40.2138601,66.7556536
969,40.3567045,66.6664028
970,40.4996094,66.5775029
971,40.6412616,66.4860885
972,40.7840554,66.3963842
973,40.9247538,66.304437
974,41.0656393,66.2117007
975,41.2054453,66.1188853
976,41.3431744,66.0225738
977,41.4830969,65.9284676
978,41.6208183,65.8322517
979,41.758386,65.7352983
980,41.8947791,65.6367583
981,42.031283,65.538191
982,42.1672654,65.4390917
983,42.3032412,65.3404879
984,42.4386377,65.2404085
985,42.5730291,65.1389393
986,42.7059578,65.0356448
987,42.8381222,64.9314858
988,42.9698277,64.8261985
989,43.1008877,64.7217327
990,43.22793,64.6112924
991,43.3594927,64.5046116
992,43.4891942,64.3981655
993,43.6158221,64.2883707
994,43.7427701,64.1776087
995,43.8693986,64.0665632
996,43.9946147,63.9546028
997,44.118141,63.8399711
998,44.2438333,63.7277832
999,44.3666606,63.6131677
1000,44.4890589,63.4973065
1001,44.6108405,63.3812804
1002,44.730683,63.2630791
1003,44.8509514,63.1447454
1004,44.9706301,63.0263868
1005,45.0886598,62.9063614
1006,45.2062466,62.7857246
1007,45.3229342,62.6642686
1008,45.4390367,62.5422359
1009,45.554181,62.4194171
1010,45.6683045,62.2954709
1011,45.7818482,62.1712416
1012,45.8935825,62.0452168
1013,46.0058274,61.9194131
1014,46.1166196,61.7928108
1015,46.2259704,61.6647481
1016,46.335,61.5361389
1017,46.4436559,61.4075602
1018,46.5504938,61.2774217
1019,46.6570471,61.147056
1020,46.7617501,61.0151189
1021,46.8668697,60.8834974
1022,46.969717,60.7502872
1023,47.0720582,60.6167213
1024,47.1730415,60.4819296
1025,47.2737767,60.3469269
1026,47.3730631,60.2109563
1027,47.4717508,60.0743999
1028,47.5695968,59.937426
1029,47.6662568,59.7995058
1030,47.7626306,59.6613847
1031,47.8579609,59.5226114
1032,47.9529603,59.3835064
1033,48.0472121,59.2440888
1034,48.138934,59.1035973
1035,48.2280023,58.9598253
1036,48.3231647,58.8204552
1037,48.4128697,58.6786431
1038,48.5021156,58.5357772
1039,48.5900463,58.3920166
1040,48.6781998,58.2484387
1041,48.7645906,58.103984
1042,48.8504192,57.9590153
1043,48.9351748,57.8134301
1044,49.0192432,57.6674461
1045,49.1023533,57.5209383
1046,49.1845902,57.3741161
1047,49.2651057,57.2260926
1048,49.346342,57.0784475
1049,49.4254104,56.9297523
1050,49.5044693,56.780874
1051,49.5823703,56.6315801
1052,49.6590143,56.4816226
1053,49.7348455,56.3310884
1054,49.8104216,56.1805377
1055,49.8843303,56.0293746
1056,49.9577052,55.8777474
1057,50.0299044,55.7255814
1058,50.1012004,55.5729588
1059,50.1714806,55.4198344
1060,50.2411713,55.2664631
1061,50.3095061,55.112656
1062,50.3769914,54.958262
1063,50.4440009,54.8037009
1064,50.50996,54.6488004
1065,50.5753433,54.4935252
1066,50.6400383,54.338025
1067,50.7038643,54.1821013
1068,50.766934,54.0260821
1069,50.8280161,53.8693566
1070,50.8903897,53.712619
1071,50.9510161,53.5556116
1072,51.0104174,53.397833
1073,51.0702666,53.2403836
1074,51.1282876,53.0824161
1075,51.1854613,52.9238924
1076,51.2421033,52.765232
1077,51.2979014,52.6063276
1078,51.3529277,52.4471192
1079,51.4072637,52.2875891
1080,51.4608345,52.1281025
1081,51.5128826,51.9677928
1082,51.5663406,51.807914
1083,51.617819,51.6476149
1084,51.6688665,51.4872393
1085,51.7176937,51.3260753
1086,51.7671638,51.1650394
1087,51.8142708,51.0032751
1088,51.8635253,50.8416615
1089,51.9111523,50.6814357
1090,51.9504801,50.5176453
1091,52.0001525,50.3573054
1092,52.0445443,50.1956582
1093,52.087499,50.0331097
1094,52.1302723,49.8702989
1095,52.1727992,49.7071549
1096,52.2148197,49.5447616
1097,52.2516015,49.3799772
1098,52.2952787,49.216647
1099,52.3349482,49.0536166
1100,52.3742355,48.8897062
1101,52.4126275,48.726105
1102,52.4497434,48.5612908
1103,52.4893638,48.3982043
1104,52.5225328,48.2328534
1105,52.5617376,48.0695774
1106,52.5911294,47.9034784
1107,52.6325794,47.7396147
1108,52.6657025,47.5757751
1109,52.7000131,47.4105785
1110,52.7333035,47.2455754
1111,52.7665544,47.0803044
1112,52.7989452,46.9150461
1113,52.8304312,46.7494947
1114,52.8615617,46.583922
1115,52.8918869,46.4182391
1116,52.921933,46.2524618
1117,52.9514514,46.0866549
1118,52.9804162,45.9206733
1119,53.0090852,45.754635
1120,53.0367054,45.5887737
1121,53.0627907,45.4220075
1122,53.0911029,45.2558882
1123,53.1176312,45.0896545
1124,53.1452213,44.9239568
1125,53.1673083,44.7583786
1126,53.195578,44.5911381
1127,53.2238477,44.4238977
1128,53.2463985,44.2595594
1129,53.2671367,44.0918068
1130,53.29518,43.9252904
1131,53.3184831,43.7593044
1132,53.3412556,43.5919131
1133,53.3652872,43.4251049
1134,53.388461,43.2580403
1135,53.4119627,43.0923645
1136,53.4296361,42.9242595
1137,53.4573307,42.7575389
1138,53.4779034,42.5913543
1139,53.5022775,42.424531
1140,53.5249133,42.2578162
1141,53.5491619,42.0905971
1142,53.5740474,41.9237672
1143,53.6003414,41.7570453
1144,53.6271742,41.5904786
1145,53.6551842,41.4236676
1146,53.6846351,41.2576063
1147,53.7138988,41.0911447
1148,53.746048,40.9250737
1149,53.7786182,40.7596299
1150,53.8120226,40.5940271
1151,53.846686,40.4286968
1152,53.8828573,40.2633709
1153,53.9215553,40.0988521
1154,53.9616033,39.934543
1155,54.0041584,39.7710999
1156,54.0474504,39.6076248
1157,54.094223,39.4444403
1158,54.1434158,39.2825441
1159,54.1942489,39.1215267
1160,54.2466616,38.9603215
1161,54.3027209,38.8003731
1162,54.3598957,38.6414206
1163,54.4192316,38.4828265
1164,54.4807808,38.3253314
1165,54.5436401,38.1685429
1166,54.6084983,38.0120946
1167,54.6763311,37.8569311
1168,54.7458285,37.7029166
1169,54.8170064,37.5495199
1170,54.8902389,37.3969951
1171,54.9652388,37.2454866
1172,55.0414235,37.0948645
1173,55.118632,36.9444778
1174,55.1978652,36.7951568
1175,55.2775921,36.646505
1176,55.3581358,36.4979842
1177,55.4399457,36.3504074
1178,55.5217361,36.2028565
1179,55.6047616,36.0558864
1180,55.6880757,35.9092297
1181,55.7720419,35.7628517
1182,55.8566446,35.6167223
1183,55.9422163,35.4714568
1184,56.0274333,35.3260308
1185,56.1133474,35.1809905
1186,56.1989077,35.0356025
1187,56.2856647,34.890728
1188,56.3721392,34.7462975
1189,56.457834,34.6011434
1190,56.5443541,34.4562866
1191,56.6305434,34.3115966
1192,56.7164104,34.166609
1193,56.8023198,34.0216751
1194,56.8878781,33.8764259
1195,56.9736599,33.7313184
1196,57.0590245,33.586051
1197,57.1441921,33.4407104
1198,57.2287715,33.294975
1199,57.3135223,33.1492145
1200,57.3980467,33.0034102
1201,57.4823834,32.8574663
1202,57.5665479,32.7114709
1203,57.6502935,32.5653177
1204,57.7335883,32.4187783
1205,57.8170024,32.2723039
1206,57.9000373,32.1257405
1207,57.9827966,31.9789447
1208,58.0653543,31.8319374
1209,58.1479594,31.685048
1210,58.2300729,31.5379412
1211,58.3121909,31.3907105
1212,58.3941219,31.2434203
1213,58.476257,31.0958865
1214,58.5597361,30.949352
1215,58.6431019,30.8027806
1216,58.7274442,30.6571101
1217,58.8105235,30.5101944
1218,58.8966109,30.364836
1219,58.9816774,30.2193726
1220,59.0676184,30.0740902
1221,59.154051,29.9292917
1222,59.2411321,29.7847746
1223,59.3293684,29.6408901
1224,59.4184911,29.4976304
1225,59.5083694,29.3546888
1226,59.5997264,29.2126206
1227,59.6923232,29.0715399
1228,59.7860508,28.9311934
1229,59.8815004,28.7916982
1230,59.9788609,28.6537593
1231,60.0769254,28.5161432
1232,60.1775123,28.3804136
1233,60.2787603,28.245299
1234,60.382671,28.1118359
1235,60.4884468,27.9802601
1236,60.5954149,27.8498823
1237,60.7039622,27.7202272
1238,60.815425,27.5932411
1239,60.9270933,27.4666103
1240,61.0410952,27.3417653
1241,61.156212,27.2183745
1242,61.272327,27.0957198
1243,61.3904977,26.9746899
1244,61.5102903,26.8559932
1245,61.6303467,26.7374364
1246,61.7530603,26.6211911
1247,61.8767846,26.5066117
1248,62.001798,26.3930185
1249,62.1278515,26.2808008
1250,62.2541909,26.1689705
1251,62.3813376,26.0579322
1252,62.5090538,25.9477422
1253,62.6375528,25.8382499
1254,62.7670968,25.7300385
1255,62.8971081,25.6225105
1256,63.0278618,25.5159275
1257,63.1590483,25.4098889
1258,63.2909952,25.3046922
1259,63.423414,25.2003279
1260,63.5554241,25.0960061
1261,63.6870234,24.990958
1262,63.8207219,24.8879628
1263,63.9535671,24.7860916
1264,64.0860637,24.6821707
1265,64.218851,24.5783504
1266,64.351274,24.4740797
1267,64.4837706,24.3697876
1268,64.6169996,24.2659689
1269,64.7494356,24.1634793
1270,64.8816829,24.0581398
1271,65.0139302,23.9528004
1272,65.1439138,23.8481816
1273,65.2717157,23.7389391
1274,65.4064268,23.636931
1275,65.5372942,23.5316808
1276,65.6679876,23.4251343
1277,65.7987988,23.3189492
1278,65.928893,23.2118947
1279,66.0591933,23.105126
1280,66.1882965,22.9968597
1281,66.3179009,22.8890573
1282,66.4466882,22.7804606
1283,66.5754526,22.6716956
1284,66.7038461,22.5626669
1285,66.8316044,22.4527646
1286,66.9593845,22.3429516
1287,67.086427,22.2322224
1288,67.2134827,22.1216721
1289,67.3391087,22.0093822
1290,67.4655188,21.8978611
1291,67.5908787,21.7853879
1292,67.7159714,21.6729049
1293,67.8383463,21.558694
1294,67.9632867,21.4447969
1295,68.088374,21.3323236
1296,68.2115104,21.2179416
1297,68.3339327,21.1020942
1298,68.4574043,20.9872473
1299,68.5795573,20.8717487
1300,68.700694,20.7545073
1301,68.8227213,20.6384494
1302,68.9433807,20.5209281
1303,69.0653883,20.404685
1304,69.185607,20.2869625
1305,69.3049301,20.168401
1306,69.424138,20.04873
1307,69.5383949,19.9260548
1308,69.658716,19.8087027
1309,69.776162,19.6892843
1310,69.893608,19.5698659
1311,70.0097606,19.447319
1312,70.1254456,19.325048
1313,70.2405471,19.2021066
1314,70.3547252,19.0778913
1315,70.4700031,18.9550468
1316,70.582921,18.8304524
1317,70.6956673,18.7051656
1318,70.807886,18.579527
1319,70.9195521,18.4533633
1320,71.0305334,18.3266604
1321,71.1408977,18.1994136
1322,71.2506159,18.0716121
1323,71.3598762,17.9433204
1324,71.468612,17.8147134
1325,71.5765932,17.6853159
1326,71.6843144,17.5560366
1327,71.7902623,17.4251528
1328,71.8969684,17.294709
1329,72.0019134,17.1629511
1330,72.107103,17.0310653
1331,72.2118773,16.8991918
1332,72.3154271,16.7664842
1333,72.4181989,16.6329292
1334,72.5205687,16.4992481
1335,72.6217211,16.3645395
1336,72.7231198,16.229982
1337,72.8230965,16.0946616
1338,72.9219236,15.9581529
1339,73.0211936,15.8220183
1340,73.1187257,15.6848563
1341,73.2154174,15.5468544
1342,73.3115382,15.408525
1343,73.4066788,15.2695377
1344,73.5010308,15.1299804
1345,73.5944969,14.9898855
1346,73.686728,14.8489302
1347,73.7784125,14.7075358
1348,73.8692494,14.5657483
1349,73.9591768,14.4232729
1350,74.0490226,14.2807208
1351,74.137558,14.1377595
1352,74.2240768,13.992849
1353,74.3128238,13.8495674
1354,74.3978287,13.704571
1355,74.4827873,13.5590178
1356,74.5668035,13.4130855
1357,74.6503185,13.2667165
1358,74.7329787,13.1199964
1359,74.8144048,12.9725841
1360,74.8948185,12.8247622
1361,74.9744349,12.6763343
1362,75.0536152,12.5276353
1363,75.1310674,12.3785726
1364,75.2058705,12.2272595
1365,75.2853156,12.078361
1366,75.3597926,11.9278874
1367,75.4340322,11.7766095
1368,75.5072867,11.6250371
1369,75.5793778,11.472974
1370,75.6499992,11.3199009
1371,75.7209644,11.1671201
1372,75.7895183,11.0134866
1373,75.8574689,10.8592868
1374,75.9249666,10.7049167
1375,75.990959,10.5505369
1376,76.0536425,10.393947
1377,76.1199923,10.239029
1378,76.1825148,10.0831931
1379,76.2439687,9.9263218
1380,76.3050449,9.7694398
1381,76.3642235,9.6117882
1382,76.4229296,9.4539828
1383,76.4798385,9.2954833
1384,76.5366463,9.1368075
1385,76.5920611,8.9779147
1386,76.6459703,8.8182891
1387,76.6997326,8.658677
1388,76.7515586,8.4985368
1389,76.8025801,8.3380442
1390,76.8521713,8.1771335
1391,76.9011286,8.0159449
1392,76.9488606,7.8545335
1393,76.9952596,7.692517
1394,77.0415677,7.530556
1395,77.0859914,7.3682261
1396,77.1291498,7.205428
1397,77.1711556,7.0421953
1398,77.2129125,6.8790075
1399,77.2527063,6.7155415
1400,77.291252,6.5515928
1401,77.3291021,6.3874196
1402,77.365855,6.2235386
1403,77.4008398,6.0588479
1404,77.4356415,5.8938789
1405,77.469076,5.7292662
1406,77.4990397,5.563872
1407,77.5324301,5.3988052
1408,77.5600821,5.2330259
1409,77.5892084,5.0670021
1410,77.6175196,4.9010871
1411,77.6438837,4.7348609
1412,77.6688383,4.5682252
1413,77.6933966,4.4016735
1414,77.7157526,4.2347048
1415,77.7378846,4.0680508
1416,77.7555203,3.9003643
1417,77.7777457,3.7332138
1418,77.7950844,3.5661115
1419,77.8117052,3.3983801
1420,77.8271424,3.2308301
1421,77.8412601,3.0629167
1422,77.854764,2.8952175
1423,77.8653009,2.7273818
1424,77.8774949,2.559318
1425,77.8869439,2.391398
1426,77.8949996,2.2231736
1427,77.9018334,2.0548379
1428,77.9083276,1.8865017
1429,77.9139973,1.718118
1430,77.9193335,1.5496793
1431,77.923904,1.3813358
1432,77.9272235,1.2128556
1433,77.9303747,1.0443716
1434,77.9327761,0.8758567
1435,77.9351424,0.7076062
1436,77.9366237,0.5390278
1437,77.9386523,0.3707427
1438,77.9377612,0.2020556
1439,77.9396084,0.0337906
1440,77.9355317,-0.0335551
1441,77.9329625,-0.2018008
1442,77.9333324,-0.3704782
1443,77.9310664,-0.538708
1444,77.9295341,-0.7072953
1445,77.9271435,-0.8755561
1446,77.924571,-1.0440376
1447,77.9210962,-1.2125179
1448,77.9174217,-1.3809712
1449,77.9124944,-1.5492654
1450,77.9067137,-1.7176622
1451,77.900443,-1.8859992
1452,77.8932029,-2.0542987
1453,77.885657,-2.2225707
1454,77.8770251,-2.3906882
1455,77.8669968,-2.5584025
1456,77.85409,-2.7264072
1457,77.8426757,-2.8939662
1458,77.8283837,-3.0614364
1459,77.8135739,-3.2292437
1460,77.7975286,-3.3966054
1461,77.7803857,-3.5642271
1462,77.7627747,-3.7309063
1463,77.7404745,-3.8981097
1464,77.7226808,-4.0658786
1465,77.7002648,-4.2321652
1466,77.6776005,-4.3990272
1467,77.6529889,-4.5654009
1468,77.6281267,-4.7320012
1469,77.6018496,-4.8980297
1470,77.5735316,-5.0637719
1471,77.5442405,-5.2299199
1472,77.5165222,-5.3953221
1473,77.4831026,-5.5602924
1474,77.4529588,-5.7257145
1475,77.4192742,-5.8899158
1476,77.3840548,-6.0548183
1477,77.348772,-6.2193164
1478,77.3118791,-6.3830592
1479,77.2739801,-6.5471565
1480,77.2353885,-6.7109565
1481,77.195557,-6.874163
1482,77.1537608,-7.0372111
1483,77.111777,-7.2004498
1484,77.0687149,-7.3631418
1485,77.024396,-7.5252709
1486,76.9782314,-7.6872038
1487,76.9320488,-7.8492424
1488,76.8845057,-8.0104988
1489,76.8356036,-8.1716197
1490,76.7859409,-8.3323638
1491,76.734864,-8.4927135
1492,76.6831302,-8.6527125
1493,76.6294543,-8.8122309
1494,76.5755659,-8.9718045
1495,76.5201998,-9.1304747
1496,76.4633375,-9.2891183
1497,76.4063954,-9.4474954
1498,76.3475225,-9.6050882
1499,76.2880663,-9.7624782
1500,76.2267643,-9.9191087
1501,76.1650392,-10.0758699
1502,76.1023732,-10.2311111
1503,76.0353647,-10.3861879
1504,75.9719867,-10.5427916
1505,75.905702,-10.6965266
1506,75.837724,-10.8506088
1507,75.7692331,-11.0045241
1508,75.7003096,-11.1576737
1509,75.6289748,-11.3101639
1510,75.5580665,-11.4630652
1511,75.4859663,-11.6148044
1512,75.4128216,-11.7661467
1513,75.3386168,-11.9173752
1514,75.2644167,-12.0672383
1515,75.1849181,-12.2163219
1516,75.1099825,-12.3680219
1517,75.0328161,-12.5165775
1518,74.9537276,-12.6651824
1519,74.8741919,-12.8134696
1520,74.7937088,-12.9611926
1521,74.7122471,-13.1083554
1522,74.6295575,-13.2548764
1523,74.5459625,-13.4010976
1524,74.4618433,-13.546785
1525,74.3766744,-13.6921277
1526,74.2917155,-13.8365385
1527,74.2028483,-13.979763
1528,74.1161684,-14.1248443
1529,74.0278702,-14.2673763
1530,73.9379771,-14.4098501
1531,73.8478943,-14.5520829
1532,73.756807,-14.6934543
1533,73.6647867,-14.8345183
1534,73.572303,-14.9751307
1535,73.4786529,-15.1148317
1536,73.3840196,-15.2540316
1537,73.2886004,-15.3925661
1538,73.1921906,-15.5305091
1539,73.0952221,-15.6681593
1540,72.9975284,-15.8048
1541,72.8978549,-15.9406377
1542,72.7985191,-16.0766541
1543,72.6982846,-16.2111958
1544,72.5965803,-16.3455141
1545,72.4952749,-16.4799583
1546,72.3927251,-16.6131575
1547,72.2897644,-16.7464266
1548,72.1863453,-16.8787963
1549,72.0818053,-17.0101267
1550,71.9761812,-17.1419132
1551,71.8710766,-17.2732631
1552,71.7641526,-17.4034948
1553,71.6581214,-17.5340423
1554,71.5504371,-17.6628172
1555,71.4423202,-17.7919771
1556,71.3335797,-17.9202817
1557,71.2241896,-18.0482758
1558,71.1142492,-18.1756311
1559,71.0036195,-18.3023349
1560,70.8923442,-18.4285265
1561,70.7804708,-18.5542572
1562,70.668141,-18.6794949
1563,70.5552455,-18.8045247
1564,70.4426029,-18.928439
1565,70.3271757,-19.0510535
1566,70.2125434,-19.1751893
1567,70.0972951,-19.297564
1568,69.9814496,-19.4194102
1569,69.8647152,-19.5420597
1570,69.744237,-19.6582164
1571,69.6287103,-19.781424
1572,69.511895,-19.899942
1573,69.3950798,-20.0184599
1574,69.2748665,-20.1383364
1575,69.155609,-20.2558608
1576,69.0355068,-20.3727949
1577,68.9132158,-20.4891002
1578,68.7921824,-20.6065423
1579,68.669813,-20.7221308
1580,68.5482655,-20.8390111
1581,68.4265109,-20.9535974
1582,68.3028531,-21.068317
1583,68.1802656,-21.1840097
1584,68.0576874,-21.2976136
1585,67.9325633,-21.4097946
1586,67.8065875,-21.5240823
1587,67.6840849,-21.6376885
1588,67.5591865,-21.7491492
1589,67.4336697,-21.8609238
1590,67.3068621,-21.9722074
1591,67.1812185,-22.0844534
1592,67.0544322,-22.1947625
1593,66.9272989,-22.3052127
1594,66.7993285,-22.4144371
1595,66.671301,-22.5238512
1596,66.5428174,-22.632192
1597,66.413645,-22.7406113
1598,66.2849066,-22.8487145
1599,66.1551024,-22.9561786
1600,66.0259388,-23.0638909
1601,65.8957149,-23.1703084
1602,65.7656768,-23.2775251
1603,65.6352692,-23.3837195
1604,65.504602,-23.4903493
1605,65.3751218,-23.5943813
1606,65.2390424,-23.6970958
1607,65.1093755,-23.8074119
1608,64.9833522,-23.9087207
1609,64.8488821,-24.015169
1610,64.714412,-24.1216173
1611,64.584702,-24.2219656
1612,64.4509468,-24.3263823
1613,64.3182046,-24.4304281
1614,64.1855346,-24.5342532
1615,64.0526035,-24.6376406
1616,63.9202033,-24.7407574
1617,63.787093,-24.8418189
1618,63.651856,-24.9448908
1619,63.5191531,-25.0498501
1620,63.3871082,-25.1533592
1621,63.2543834,-25.2573767
1622,63.1220637,-25.3625989
1623,62.990693,-25.4686826
1624,62.8597895,-25.5754459
1625,62.7296353,-25.6831895
1626,62.5997362,-25.7916477
1627,62.470731,-25.9013637
1628,62.3425652,-26.0114664
1629,62.2148483,-26.122609
1630,62.0883324,-26.234672
1631,61.9623199,-26.3474824
1632,61.837411,-26.4621994
1633,61.7143503,-26.578128
1634,61.5920108,-26.6961222
1635,61.472373,-26.8154955
1636,61.3526958,-26.9346836
1637,61.2339953,-27.0570241
1638,61.1180386,-27.1807956
1639,61.0034914,-27.3051977
1640,60.8898789,-27.4317255
1641,60.7792717,-27.5599447
1642,60.6689535,-27.6889689
1643,60.5614421,-27.8207086
1644,60.4556766,-27.9521647
1645,60.3507442,-28.0848947
1646,60.2474037,-28.2197738
1647,60.1469296,-28.3559711
1648,60.0469839,-28.4927957
1649,59.9496963,-28.6316418
1650,59.8534422,-28.770807
1651,59.7589462,-28.911632
1652,59.6662683,-29.0529149
1653,59.574754,-29.1949442
1654,59.4844339,-29.3380872
1655,59.39565,-29.4820176
1656,59.3075939,-29.6261066
1657,59.2202492,-29.770741
1658,59.1339121,-29.9158503
1659,59.0481868,-30.0611047
1660,58.9628489,-30.2069842
1661,58.8787462,-30.3529415
1662,58.7934069,-30.4991546
1663,58.7112993,-30.6467449
1664,58.6278607,-30.7927484
1665,58.545114,-30.939676
1666,58.4619152,-31.086387
1667,58.379846,-31.2341144
1668,58.2979998,-31.3814381
1669,58.2159085,-31.5286771
1670,58.1337741,-31.6757158
1671,58.0511885,-31.8225734
1672,57.9687092,-31.9696379
1673,57.8861742,-32.1165338
1674,57.8033651,-32.2631405
1675,57.7201288,-32.4097065
1676,57.6370749,-32.5564068
1677,57.5538332,-32.7027977
1678,57.4701856,-32.8490423
1679,57.3862992,-32.9952383
1680,57.3022645,-33.1413289
1681,57.2179737,-33.2873768
1682,57.1337632,-33.4332836
1683,57.0489738,-33.5787896
1684,56.9640546,-33.7243029
1685,56.8787011,-33.8696697
1686,56.7935405,-34.0150585
1687,56.7079604,-34.1601714
1688,56.6222494,-34.3052191
1689,56.5361381,-34.4499016
1690,56.4496321,-34.5948281
1691,56.3640359,-34.7400285
1692,56.277798,-34.8844971
1693,56.1913494,-35.0296661
1694,56.1063328,-35.1753999
1695,56.0210253,-35.3207666
1696,55.9364888,-35.4666368
1697,55.8517563,-35.6123879
1698,55.7677848,-35.7589106
1699,55.6845843,-35.9057895
1700,55.6020363,-36.0528649
1701,55.5197669,-36.2003012
1702,55.4387709,-36.3482773
1703,55.357756,-36.4962999
1704,55.2782971,-36.6454185
1705,55.1998044,-36.794711
1706,55.122075,-36.9447957
1707,55.0465233,-37.0959584
1708,54.9719619,-37.2473531
1709,54.898609,-37.3995477
1710,54.8272225,-37.5528004
1711,54.7578946,-37.7068898
1712,54.690158,-37.8615565
1713,54.6241467,-38.0172298
1714,54.5612587,-38.1741874
1715,54.5003141,-38.3315741
1716,54.4405504,-38.4895203
1717,54.3827725,-38.6483216
1718,54.3269238,-38.8075728
1719,54.2723813,-38.9675551
1720,54.2217148,-39.1288143
1721,54.1726424,-39.2902187
1722,54.1250322,-39.452208
1723,54.0796906,-39.6150529
1724,54.0373535,-39.778377
1725,53.9952054,-39.941714
1726,53.9553468,-40.1057106
1727,53.9168396,-40.2699878
1728,53.88084,-40.4348809
1729,53.8461108,-40.5999579
1730,53.8127891,-40.7653382
1731,53.7804028,-40.9307833
1732,53.7482983,-41.096485
1733,53.7190947,-41.26266
1734,53.6897741,-41.4286835
1735,53.662117,-41.5951312
1736,53.6355797,-41.7616369
1737,53.6093134,-41.9282052
1738,53.5840428,-42.0949106
1739,53.5592798,-42.2617458
1740,53.5360757,-42.4286533
1741,53.5114097,-42.5949499
1742,53.4899119,-42.7617217
1743,53.4615262,-42.9277694
1744,53.443102,-43.0951752
1745,53.4186533,-43.2617694
1746,53.3947503,-43.4286501
1747,53.3701159,-43.5954149
1748,53.3469204,-43.7624543
1749,53.3232192,-43.9291962
1750,53.2950972,-44.0952893
1751,53.2739906,-44.2621081
1752,53.2508993,-44.4288024
1753,53.2232469,-44.5946455
1754,53.1955945,-44.7604885
1755,53.1737579,-44.9274349
1756,53.1463627,-45.0937078
1757,53.1199365,-45.260169
1758,53.0915587,-45.4262476
1759,53.0652558,-45.592787
1760,53.0371998,-45.7589366
1761,53.0082107,-45.9249949
1762,52.979025,-46.0910112
1763,52.949297,-46.2568738
1764,52.9189011,-46.4226814
1765,52.888082,-46.588384
1766,52.8564413,-46.7539385
1767,52.8245276,-46.9194664
1768,52.7917911,-47.0847913
1769,52.7582928,-47.2499871
1770,52.7247877,-47.4150753
1771,52.690478,-47.5801506
1772,52.6568866,-47.7450932
1773,52.6150051,-47.9081242
1774,52.5850214,-48.0736307
1775,52.545153,-48.2372154
1776,52.5116038,-48.4023713
1777,52.4717288,-48.5659922
1778,52.4345157,-48.7304994
1779,52.3957565,-48.894409
1780,52.3560738,-49.058254
1781,52.3157823,-49.2215987
1782,52.2714496,-49.384325
1783,52.2340967,-49.5486166
1784,52.19161,-49.7115032
1785,52.1488612,-49.874587
1786,52.1056342,-50.0374467
1787,52.0620685,-50.199863
1788,52.0170432,-50.3620451
1789,51.9672355,-50.5217373
1790,51.9277691,-50.6852028
1791,51.8793567,-50.8462496
1792,51.829651,-51.0074148
1793,51.7821258,-51.1690971
1794,51.7323865,-51.3301145
1795,51.6834118,-51.49134
1796,51.6323309,-51.6518574
1797,51.580884,-51.8122895
1798,51.5274604,-51.9721816
1799,51.4750676,-52.1323984
1800,51.4206537,-52.2918069
1801,51.365594,-52.4511083
1802,51.3100782,-52.6102114
1803,51.253801,-52.769033
1804,51.1966882,-52.927577
1805,51.1391027,-53.0859651
1806,51.0806755,-53.2439393
1807,51.0205402,-53.4013581
1808,50.9609903,-53.5591012
1809,50.9001844,-53.7161676
1810,50.8376106,-53.8727635
1811,50.7762406,-54.0295531
1812,50.7129801,-54.1856313
1813,50.6490512,-54.341551
1814,50.5842441,-54.497068
1815,50.5186737,-54.6523038
1816,50.4523194,-54.8071834
1817,50.3848468,-54.9615895
1818,50.3168606,-55.1158001
1819,50.2479882,-55.2694161
1820,50.1777635,-55.4225659
1821,50.106977,-55.5754986
1822,50.0352388,-55.7279453
1823,49.9626559,-55.8799673
1824,49.8889656,-56.0315121
1825,49.814843,-56.1825913
1826,49.7391206,-56.3331038
1827,49.6631497,-56.4835511
1828,49.5862664,-56.633422
1829,49.5081105,-56.7826344
1830,49.4288781,-56.9314224
1831,49.3496619,-57.0799793
1832,49.2682723,-57.2275725
1833,49.1876479,-57.3755191
1834,49.1052473,-57.5222962
1835,49.0218856,-57.6686743
1836,48.9375182,-57.8144976
1837,48.8526279,-57.9600238
1838,48.766895,-58.1050573
1839,48.6806049,-58.2496215
1840,48.5924904,-58.3932422
1841,48.5047038,-58.5370811
1842,48.4156483,-58.680084
1843,48.3261251,-58.8221506
1844,48.2312316,-58.9616177
1845,48.1422597,-59.1054434
1846,48.0505241,-59.2460842
1847,47.956207,-59.3855229
1848,47.8610879,-59.5245474
1849,47.7656145,-59.6632508
1850,47.6691084,-59.8013158
1851,47.5722143,-59.9390862
1852,47.4739676,-60.0758142
1853,47.3748384,-60.2120553
1854,47.2750665,-60.3476725
1855,47.1737304,-60.482268
1856,47.0720964,-60.6165809
1857,46.9691275,-60.7498705
1858,46.8659789,-60.8828644
1859,46.7607171,-61.0143486
1860,46.6558042,-61.146189
1861,46.5490364,-61.2763426
1862,46.4419972,-61.4063193
1863,46.3332136,-61.5347551
1864,46.2240145,-61.6632266
1865,46.1145378,-61.7911214
1866,46.0036824,-61.9176239
1867,45.8913792,-62.0433537
1868,45.779518,-62.1692314
1869,45.6658156,-62.2932629
1870,45.5516031,-62.4171135
1871,45.4364935,-62.5399092
1872,45.3204186,-62.6618986
1873,45.2037138,-62.7832561
1874,45.0860684,-62.9038146
1875,44.9680139,-63.023744
1876,44.8482932,-63.1420204
1877,44.7279586,-63.2603019
1878,44.6080798,-63.3784122
